beacon;city;faaId;iata;rwy_num;mag_dec;wmoId;site;runways;name;lat;lid;country;icao;priority;passengers;rwy_len;lon;type;source;state;tz;use;subd;prior;ind;city_icao;country_code;traffic;information;elevation_aerodrome;TOWER_COMMUNICATION;AERODROME_SERVICES;AERODROME_CTR;freqs.RADIO;freqs.ATIS;freqs.DELIVERY/GROUND;freqs.TOWER;freqs.APPROACH;freqs.SAR;freqs.TELEPHONE;freqs.FIC_NAME;freqs.FIC_FREQUENCY;freqs.FIC_NAME_2;freqs.FIC_FREQUENCY_2;url.aviationweather.airport;url.wikipedia;url.website;url.geo;url.wikipedia.aerodrome.image;url.custom_url
;Trendelburg;;;;;;;[{'id': '', 'dimension': '', 'surface': {'type': None, 'surface': None, 'condition': None}, 'alignment': None, 'number': [''], 'length': None, 'width': '', 'TORA': None, 'TODA': None, 'ASDA': '', 'LDA': None, '': {'latlon': [51.6108322144, 9.3975000381], 'elevation': 837.0, 'heading': '', 'displaced threshold': None}, 'dimension2': None, 'slope': None, 'properties': None}];Holleberg Airport;51.6108322144;;Germany;EDVL;;;;9.3975000381;;;;Europe/Berlin;public;Hesse;;;Trendelburg (EDVL);DE;;;837.0;False;False;False;;;;;;;;;;;;;;;;;
;Hildesheim;;;;;;;[{'id': '07/25', 'dimension': '', 'surface': {'type': 'hard', 'surface': 'asphalt', 'condition': None}, 'alignment': None, 'number': ['07', '25'], 'length': 1220, 'width': '', 'TORA': None, 'TODA': None, 'ASDA': '1220', 'LDA': None, '07': {'latlon': [52.18722222222222, 9.946111111111112], 'elevation': '293', 'heading': '071', 'displaced threshold': '197 Feet'}, '25': {'latlon': [52.19083333333333, 9.954166666666666], 'elevation': '293', 'heading': '251', 'displaced threshold': '1293 Feet'}, 'dimension2': ['4003 x 75 feet', '1220 x 23 meters'], 'slope': 0, 'properties': None}];Hildesheim Airport;52.181388855;;Germany;EDVM;;;;9.9463891983;;;;Europe/Berlin;public;Niedersachsen;;;Hildesheim (EDVM);DE;;;293.0;False;False;False;;;;;;;;;;;;;https://en.wikipedia.org/wiki/Flugplatz_Hildesheim-Drispenstedt;https://www.flugplatz-hildesheim.de/;https://geohack.toolforge.org/geohack.php?pagename=Flugplatz_Hildesheim-Drispenstedt&params=52_10_47_N_009_56_45_E_region:DE_type:airport;https://upload.wikimedia.org/wikipedia/commons/a/a3/Aerial_image_of_the_Hildesheim_airfield.jpg;
;Northeim;;;;;;;[{'id': '', 'dimension': '', 'surface': {'type': None, 'surface': None, 'condition': None}, 'alignment': None, 'number': [''], 'length': None, 'width': '', 'TORA': None, 'TODA': None, 'ASDA': '', 'LDA': None, '': {'latlon': [51.7063903809, 10.0397224426], 'elevation': 404.0, 'heading': '', 'displaced threshold': None}, 'dimension2': None, 'slope': None, 'properties': None}];Northeim Airport;51.7063903809;;Germany;EDVN;;;;10.0397224426;;;;Europe/Berlin;public;Niedersachsen;;;Northeim (EDVN);DE;;;404.0;False;False;False;;;;;;;;;;;;;;;;;
;Rinteln;;;;;;;[{'id': '', 'dimension': '', 'surface': {'type': None, 'surface': None, 'condition': None}, 'alignment': None, 'number': [''], 'length': None, 'width': '', 'TORA': None, 'TODA': None, 'ASDA': '', 'LDA': None, '': {'latlon': [52.17527771, 9.0533332825], 'elevation': 180.0, 'heading': '', 'displaced threshold': None}, 'dimension2': None, 'slope': None, 'properties': None}];Rinteln Airport;52.17527771;;Germany;EDVR;;;;9.0533332825;;;;Europe/Berlin;public;Niedersachsen;;;Rinteln (EDVR);DE;;;180.0;False;False;False;;;;;;;;;;;;;;;;;
;Salzgitter;;;;;;;[{'id': '', 'dimension': '', 'surface': {'type': None, 'surface': None, 'condition': None}, 'alignment': None, 'number': [''], 'length': None, 'width': '', 'TORA': None, 'TODA': None, 'ASDA': '', 'LDA': None, '': {'latlon': [52.1544456482, 10.4266672134], 'elevation': 328.0, 'heading': '', 'displaced threshold': None}, 'dimension2': None, 'slope': None, 'properties': None}];Salzgitter-Drutte Airport;52.1544456482;;Germany;EDVS;;;;10.4266672134;;;;Europe/Berlin;public;Niedersachsen;;;Salzgitter (EDVS);DE;;;328.0;False;False;False;;;;;;;;;;;;;;;;;
;Uelzen;;;;;;;[{'id': '', 'dimension': '', 'surface': {'type': None, 'surface': None, 'condition': None}, 'alignment': None, 'number': [''], 'length': None, 'width': '', 'TORA': None, 'TODA': None, 'ASDA': '', 'LDA': None, '': {'latlon': [52.9838905334, 10.4650001526], 'elevation': 246.0, 'heading': '', 'displaced threshold': None}, 'dimension2': None, 'slope': None, 'properties': None}];Uelzen Airport;52.9838905334;;Germany;EDVU;;;;10.4650001526;;;;Europe/Berlin;public;Niedersachsen;;;Uelzen (EDVU);DE;;;246.0;False;False;False;;;;;;;;;;;;;;;;;
;Bad Pyrmont;;;;;;;[{'id': '', 'dimension': '', 'surface': {'type': None, 'surface': None, 'condition': None}, 'alignment': None, 'number': [''], 'length': None, 'width': '', 'TORA': None, 'TODA': None, 'ASDA': '', 'LDA': None, '': {'latlon': [51.9666671753, 9.2916669846], 'elevation': 1178.0, 'heading': '', 'displaced threshold': None}, 'dimension2': None, 'slope': None, 'properties': None}];Hameln-Pyrmont Airport;51.9666671753;;Germany;EDVW;;;;9.2916669846;;;;Europe/Berlin;public;Niedersachsen;;;Bad Pyrmont (EDVW);DE;;;1178.0;False;False;False;;;;;;;;;;;;;;;;;
;Bad Oeynhausen;;;;;;;[{'id': '', 'dimension': '', 'surface': {'type': None, 'surface': None, 'condition': None}, 'alignment': None, 'number': [''], 'length': None, 'width': '', 'TORA': None, 'TODA': None, 'ASDA': '', 'LDA': None, '': {'latlon': [52.2208328247, 8.859167099], 'elevation': 148.0, 'heading': '', 'displaced threshold': None}, 'dimension2': None, 'slope': None, 'properties': None}];Porta Westfalica Airport;52.2208328247;;Germany;EDVY;;;;8.859167099;;;;Europe/Berlin;public;Nordrhein-Westfalen;;;Bad Oeynhausen (EDVY);DE;;;148.0;False;False;False;;;;;;;;;;;;;;;;;
;Bredstedt;;;;;;;[{'id': '', 'dimension': '', 'surface': {'type': None, 'surface': None, 'condition': None}, 'alignment': None, 'number': [''], 'length': None, 'width': '', 'TORA': None, 'TODA': None, 'ASDA': '', 'LDA': None, '': {'latlon': [54.6274986267, 8.9302778244], 'elevation': 3.0, 'heading': '', 'displaced threshold': None}, 'dimension2': None, 'slope': None, 'properties': None}];Bordelum Airport;54.6274986267;;Germany;EDWA;;;;8.9302778244;;;;Europe/Berlin;;Schleswig-Holstein;;;Bredstedt (EDWA);DE;;;3.0;False;False;False;;;;;;;;;;;;;;;;;
;Bremerhaven;;BRV;;;;;[{'id': '07/25', 'dimension': '', 'surface': {'type': 'hard', 'surface': 'asphalt', 'condition': None}, 'alignment': None, 'number': ['07', '25'], 'length': 658, 'width': '', 'TORA': None, 'TODA': None, 'ASDA': '658', 'LDA': None, '07': {'latlon': [53.506942749, 8.5727777481], 'elevation': 10.0, 'heading': '07', 'displaced threshold': None}, '25': {'latlon': [53.506942749, 8.5727777481], 'elevation': 10.0, 'heading': '25', 'displaced threshold': None}, 'slope': 0, 'properties': None}, {'id': '16/34', 'dimension': '', 'surface': {'type': 'hard', 'surface': 'asphalt', 'condition': None}, 'alignment': None, 'number': ['16', '34'], 'length': 1200, 'width': '', 'TORA': None, 'TODA': None, 'ASDA': '1200', 'LDA': None, '16': {'latlon': [53.506942749, 8.5727777481], 'elevation': 10.0, 'heading': '16', 'displaced threshold': None}, '34': {'latlon': [53.506942749, 8.5727777481], 'elevation': 10.0, 'heading': '34', 'displaced threshold': None}, 'slope': 0, 'properties': None}];Bremerhaven Airport;53.506942749;;Germany;EDWB;;;;8.5727777481;;;;Europe/Berlin;;Bremen;;;Bremerhaven (EDWB);DE;;;11.0;False;False;False;;;;;;;;;;;;;https://en.wikipedia.org/wiki/Bremerhaven_Airport;[];https://geohack.toolforge.org/geohack.php?pagename=Bremerhaven_Airport&params=53_30_25_N_08_34_22_E_type:airport;;
;Damme;;;;;;;[{'id': '', 'dimension': '', 'surface': {'type': None, 'surface': None, 'condition': None}, 'alignment': None, 'number': [''], 'length': None, 'width': '', 'TORA': None, 'TODA': None, 'ASDA': '', 'LDA': None, '': {'latlon': [52.4874992371, 8.1855564117], 'elevation': 151.0, 'heading': '', 'displaced threshold': None}, 'dimension2': None, 'slope': None, 'properties': None}];Damme Airport;52.4874992371;;Germany;EDWC;;;;8.1855564117;;;;Europe/Berlin;public;Nordrhein-Westfalen;;;Damme (EDWC);DE;;;151.0;False;False;False;;;;;;;;;;;;;;;;;
;Lemwerder;;XLW;;;;Lemwerder Arpt;[{'id': '', 'dimension': '', 'surface': {'type': None, 'surface': None, 'condition': None}, 'alignment': None, 'number': [''], 'length': None, 'width': '', 'TORA': None, 'TODA': None, 'ASDA': '', 'LDA': None, '': {'latlon': [53.1446990967, 8.6244401932], 'elevation': 20.0, 'heading': '', 'displaced threshold': None}, 'dimension2': None, 'slope': None, 'properties': None}];Lemwerder Airport;53.1446990967;;Germany;EDWD;9;;;8.6244401932;;;HB;Europe/Berlin;;Bremen;;;Lemwerder (EDWD);DE;;;20.0;False;False;False;;;;;;;;;;;;;;;;;
;Emden;;EME;1;;10200;Emden Arpt;[{'id': '07/25', 'dimension': '4265x98', 'surface': {'type': 'hard', 'surface': 'asphalt', 'condition': None}, 'alignment': '071', 'number': ['07', '25'], 'length': 4265, 'width': '98', 'TORA': None, 'TODA': None, 'ASDA': '4265', 'LDA': None, '07': {'latlon': [53.394444444444446, 7.2225], 'elevation': '2', 'heading': '071', 'displaced threshold': '656 Feet'}, '25': {'latlon': [53.39861111111111, 7.235277777777778], 'elevation': '2', 'heading': '251', 'displaced threshold': '328 Feet'}, 'dimension2': ['4265 x 98 feet', '1300 x 30 meters'], 'slope': 0, 'properties': None}];Emden Airport;53.3911;;Germany;EDWE;4;0.0;M;7.2274;ARP;Intl;NI;Europe/Berlin;public;Niedersachsen;0;668;Emden (EDWE);DE;;;3.0;False;True;True;;;;;;;;;;;;https://aviationweather.gov/api/data/airport?ids=EDWE&format=json;https://en.wikipedia.org/wiki/Emden_Airport;http://www.flugplatz-emden.de/;https://geohack.toolforge.org/geohack.php?pagename=Emden_Airport&params=53_23_28_N_007_13_39_E_region:DE-SH_type:airport;https://upload.wikimedia.org/wikipedia/commons/9/93/2013-05-03_Fotoflug_Leer_Papenburg_DSCF7188.jpg;
;Leer;;;;;;;[{'id': '', 'dimension': '', 'surface': {'type': None, 'surface': None, 'condition': None}, 'alignment': None, 'number': [''], 'length': None, 'width': '', 'TORA': None, 'TODA': None, 'ASDA': '', 'LDA': None, '': {'latlon': [53.2719421387, 7.4416670799], 'elevation': 3.0, 'heading': '', 'displaced threshold': None}, 'dimension2': None, 'slope': None, 'properties': None}];Leer-Papenburg Airport;53.2719421387;;Germany;EDWF;;;;7.4416670799;;;;Europe/Berlin;public;Niedersachsen;;;Leer (EDWF);DE;;;3.0;False;False;False;;;;;;;;;;;;;;;;;
;Wangerooge;;AGE;;;;;[{'id': '10/28', 'dimension': '', 'surface': {'type': 'hard', 'surface': 'asphalt', 'condition': None}, 'alignment': None, 'number': ['10', '28'], 'length': 850, 'width': '', 'TORA': None, 'TODA': None, 'ASDA': '850', 'LDA': None, '10': {'latlon': [53.7827796936, 7.9138889313], 'elevation': 7.0, 'heading': '10', 'displaced threshold': None}, '28': {'latlon': [53.7827796936, 7.9138889313], 'elevation': 7.0, 'heading': '28', 'displaced threshold': None}, 'slope': 0, 'properties': None}];Wangerooge Airport;53.7827796936;;Germany;EDWG;;;;7.9138889313;;;;Europe/Berlin;public;Niedersachsen;;;Wangerooge (EDWG);DE;;;6.0;False;False;False;;;;;;;;;;;;;https://en.wikipedia.org/wiki/Wangerooge_Airfield;[];https://geohack.toolforge.org/geohack.php?pagename=Wangerooge_Airfield&params=53_47_0_N_7_55_0_E_region:DE_type:airport;https://upload.wikimedia.org/wikipedia/commons/c/ca/Wangerooge_Flughafen.jpg;
;Oldenburg;;;;;;;[{'id': '', 'dimension': '', 'surface': {'type': None, 'surface': None, 'condition': None}, 'alignment': None, 'number': [''], 'length': None, 'width': '', 'TORA': None, 'TODA': None, 'ASDA': '', 'LDA': None, '': {'latlon': [53.0688896179, 8.3136110306], 'elevation': 26.0, 'heading': '', 'displaced threshold': None}, 'dimension2': None, 'slope': None, 'properties': None}];Oldenburg-Hatten Airport;53.0688896179;;Germany;EDWH;;;;8.3136110306;;;;Europe/Berlin;public;Niedersachsen;;;Oldenburg (EDWH);DE;;;26.0;False;False;False;;;;;;;;;;;;;;;;;
;Wilhelmshaven;;WVN;;;;;[{'id': '', 'dimension': '', 'surface': {'type': None, 'surface': None, 'condition': None}, 'alignment': None, 'number': [''], 'length': None, 'width': '', 'TORA': None, 'TODA': None, 'ASDA': '', 'LDA': None, '': {'latlon': [53.5022201538, 8.0522222519], 'elevation': 16.0, 'heading': '', 'displaced threshold': None}, 'dimension2': None, 'slope': None, 'properties': None}];Wilhelmshaven-Mariensiel Airport;53.5022201538;;Germany;EDWI;;;;8.0522222519;;;;Europe/Berlin;public;Niedersachsen;;;Wilhelmshaven (EDWI);DE;;;16.0;False;False;False;;;;;;;;;;;;;;;;;
;Juist;;JUI;;;;;[{'id': '06/24', 'dimension': '', 'surface': {'type': 'soft', 'surface': 'grass', 'condition': None}, 'alignment': None, 'number': ['06', '24'], 'length': 1640, 'width': '', 'TORA': None, 'TODA': None, 'ASDA': '1640', 'LDA': None, '06': {'latlon': [53.6811103821, 7.0558328629], 'elevation': 7.0, 'heading': '06', 'displaced threshold': None}, '24': {'latlon': [53.6811103821, 7.0558328629], 'elevation': 7.0, 'heading': '24', 'displaced threshold': None}, 'slope': 0, 'properties': None}, {'id': '07/25', 'dimension': '', 'surface': {'type': 'hard', 'surface': 'brick', 'condition': None}, 'alignment': None, 'number': ['07', '25'], 'length': 2297, 'width': '', 'TORA': None, 'TODA': None, 'ASDA': '2297', 'LDA': None, '07': {'latlon': [53.6811103821, 7.0558328629], 'elevation': 7.0, 'heading': '07', 'displaced threshold': None}, '25': {'latlon': [53.6811103821, 7.0558328629], 'elevation': 7.0, 'heading': '25', 'displaced threshold': None}, 'slope': 0, 'properties': 'Clinker bricks'}, {'id': '08/26', 'dimension': '', 'surface': {'type': 'soft', 'surface': 'grass', 'condition': None}, 'alignment': None, 'number': ['08', '26'], 'length': 1404, 'width': '', 'TORA': None, 'TODA': None, 'ASDA': '1404', 'LDA': None, '08': {'latlon': [53.6811103821, 7.0558328629], 'elevation': 7.0, 'heading': '08', 'displaced threshold': None}, '26': {'latlon': [53.6811103821, 7.0558328629], 'elevation': 7.0, 'heading': '26', 'displaced threshold': None}, 'slope': 0, 'properties': None}, {'id': '12/30', 'dimension': '', 'surface': {'type': 'soft', 'surface': 'grass', 'condition': None}, 'alignment': None, 'number': ['12', '30'], 'length': 1558, 'width': '', 'TORA': None, 'TODA': None, 'ASDA': '1558', 'LDA': None, '12': {'latlon': [53.6811103821, 7.0558328629], 'elevation': 7.0, 'heading': '12', 'displaced threshold': None}, '30': {'latlon': [53.6811103821, 7.0558328629], 'elevation': 7.0, 'heading': '30', 'displaced threshold': None}, 'slope': 0, 'properties': None}];Juist Airport;53.6811103821;;Germany;EDWJ;;;;7.0558328629;;;;Europe/Berlin;public;Niedersachsen;;;Juist (EDWJ);DE;;;8.0;False;False;False;;;;;;;;;;;;;https://en.wikipedia.org/wiki/Juist_Airfield;https://www.edwj.de/;https://geohack.toolforge.org/geohack.php?pagename=Juist_Airfield&params=53_40_52_N_7_03_23_E_type:airport;https://upload.wikimedia.org/wikipedia/commons/d/db/Aerial_image_of_the_Juist_airfield.jpg;
;Karlshofen;;;;;;;[{'id': '', 'dimension': '', 'surface': {'type': None, 'surface': None, 'condition': None}, 'alignment': None, 'number': [''], 'length': None, 'width': '', 'TORA': None, 'TODA': None, 'ASDA': '', 'LDA': None, '': {'latlon': [53.3327789307, 9.0283327103], 'elevation': 20.0, 'heading': '', 'displaced threshold': None}, 'dimension2': None, 'slope': None, 'properties': None}];Karlshofen Airport;53.3327789307;;Germany;EDWK;;;;9.0283327103;;;;Europe/Berlin;public;Niedersachsen;;;Karlshofen (EDWK);DE;;;20.0;False;False;False;;;;;;;;;;;;;;;;;
;Langeoog;;LGO;;;;;[{'id': '', 'dimension': '', 'surface': {'type': None, 'surface': None, 'condition': None}, 'alignment': None, 'number': [''], 'length': None, 'width': '', 'TORA': None, 'TODA': None, 'ASDA': '', 'LDA': None, '': {'latlon': [53.7425003052, 7.4977779388], 'elevation': 7.0, 'heading': '', 'displaced threshold': None}, 'dimension2': None, 'slope': None, 'properties': None}];Langeoog Airport;53.7425003052;;Germany;EDWL;;;;7.4977779388;;;;Europe/Berlin;public;Niedersachsen;;;Langeoog (EDWL);DE;;;7.0;False;False;False;;;;;;;;;;;;;;;;;
;Rotenburg (Wumme);;;;;;;[{'id': '', 'dimension': '', 'surface': {'type': None, 'surface': None, 'condition': None}, 'alignment': None, 'number': [''], 'length': None, 'width': '', 'TORA': None, 'TODA': None, 'ASDA': '', 'LDA': None, '': {'latlon': [53.0538902283, 9.2086105347], 'elevation': 59.0, 'heading': '', 'displaced threshold': None}, 'dimension2': None, 'slope': None, 'properties': None}];Weser-Wumme Airport;53.0538902283;;Germany;EDWM;;;;9.2086105347;;;;Europe/Berlin;public;Niedersachsen;;;Rotenburg (Wumme) (EDWM);DE;;;59.0;False;False;False;;;;;;;;;;;;;;;;;
;Klausheide;;;;;;;[{'id': '', 'dimension': '', 'surface': {'type': None, 'surface': None, 'condition': None}, 'alignment': None, 'number': [''], 'length': None, 'width': '', 'TORA': None, 'TODA': None, 'ASDA': '', 'LDA': None, '': {'latlon': [52.4575004578, 7.1822218895], 'elevation': 85.0, 'heading': '', 'displaced threshold': None}, 'dimension2': None, 'slope': None, 'properties': None}];Nordhorn-Lingen Airport;52.4575004578;;Germany;EDWN;;;;7.1822218895;;;;Europe/Berlin;public;Niedersachsen;;;Klausheide (EDWN);DE;;;85.0;False;False;False;;;;;;;;;;;;;;;;;
;Osnabruck;;;;;;;[{'id': '09/27', 'dimension': '', 'surface': {'type': 'hard', 'surface': 'asphalt', 'condition': None}, 'alignment': None, 'number': ['09', '27'], 'length': 800, 'width': '', 'TORA': None, 'TODA': None, 'ASDA': '800', 'LDA': None, '09': {'latlon': [52.2863883972, 7.9697217941], 'elevation': 285.0, 'heading': '09', 'displaced threshold': None}, '27': {'latlon': [52.2863883972, 7.9697217941], 'elevation': 285.0, 'heading': '27', 'displaced threshold': None}, 'slope': 0, 'properties': None}];Osnabruck-Atterheide Airport;52.2863883972;;Germany;EDWO;;;;7.9697217941;;;;Europe/Berlin;public;Niedersachsen;;;Osnabruck (EDWO);DE;;;285.0;False;False;False;;;;;;;;;;;;;https://en.wikipedia.org/wiki/Atterheide_Airfield;http://atterheide.de;https://geohack.toolforge.org/geohack.php?pagename=Atterheide_Airfield&params=52_17_11.6_N_7_58_11.35_E_region:DE_type:airport;https://upload.wikimedia.org/wikipedia/commons/4/4c/Aerial_image_of_the_Osnabr%C3%BCck-Atterheide_airfield.jpg;
;Wiefelstede;;;;;;;[{'id': '', 'dimension': '', 'surface': {'type': None, 'surface': None, 'condition': None}, 'alignment': None, 'number': [''], 'length': None, 'width': '', 'TORA': None, 'TODA': None, 'ASDA': '', 'LDA': None, '': {'latlon': [53.3213882446, 8.0733327866], 'elevation': 33.0, 'heading': '', 'displaced threshold': None}, 'dimension2': None, 'slope': None, 'properties': None}];Wiefelstede/Conneforde Airport;53.3213882446;;Germany;EDWP;;;;8.0733327866;;;;Europe/Berlin;;Niedersachsen;;;Wiefelstede (EDWP);DE;;;33.0;False;False;False;;;;;;;;;;;;;;;;;
;Ganderkesee;;;;;;;[{'id': '', 'dimension': '', 'surface': {'type': None, 'surface': None, 'condition': None}, 'alignment': None, 'number': [''], 'length': None, 'width': '', 'TORA': None, 'TODA': None, 'ASDA': '', 'LDA': None, '': {'latlon': [53.0361099243, 8.5055561066], 'elevation': 95.0, 'heading': '', 'displaced threshold': None}, 'dimension2': None, 'slope': None, 'properties': None}];Ganderkesee Atlas Airfield Airport;53.0361099243;;Germany;EDWQ;;;;8.5055561066;;;;Europe/Berlin;public;Niedersachsen;;;Ganderkesee (EDWQ);DE;;;95.0;False;False;False;;;;;;;;;;;;;;;;;
;Borkum;;BMK;;;;;[{'id': '13/31', 'dimension': '', 'surface': {'type': 'hard', 'surface': 'asphalt', 'condition': None}, 'alignment': None, 'number': ['13', '31'], 'length': 3281, 'width': '', 'TORA': None, 'TODA': None, 'ASDA': '3281', 'LDA': None, '13': {'latlon': [53.60277777777778, 6.716666666666667], 'elevation': '3', 'heading': '129', 'displaced threshold': None}, '31': {'latlon': [53.59305555555556, 6.724444444444445], 'elevation': '3', 'heading': '309', 'displaced threshold': None}, 'dimension2': ['3281 x 66 feet', '1000 x 20 meters'], 'slope': 0, 'properties': None}, {'id': '12/30', 'dimension': '', 'surface': {'type': 'soft', 'surface': 'grass', 'condition': None}, 'alignment': None, 'number': ['12', '30'], 'length': 2854, 'width': '', 'TORA': None, 'TODA': None, 'ASDA': '2854†', 'LDA': None, '12': {'latlon': [53.60194444444445, 6.707222222222223], 'elevation': '3', 'heading': '119', 'displaced threshold': '558 Feet'}, '30': {'latlon': [53.59638888888889, 6.722222222222222], 'elevation': '3', 'heading': '299', 'displaced threshold': ''}, 'dimension2': ['2854 x 131 feet', '870 x 40 meters'], 'slope': 0, 'properties': None}, {'id': '05/23', 'dimension': '', 'surface': {'type': 'soft', 'surface': 'grass', 'condition': None}, 'alignment': None, 'number': ['05', '23'], 'length': 2657, 'width': '', 'TORA': None, 'TODA': None, 'ASDA': '2657', 'LDA': None, '05': {'latlon': [53.598888888888894, 6.706388888888889], 'elevation': '3', 'heading': '046', 'displaced threshold': None}, '23': {'latlon': [53.606944444444444, 6.721666666666667], 'elevation': '3', 'heading': '226', 'displaced threshold': None}, 'dimension2': ['2657 x 131 feet', '810 x 40 meters'], 'slope': 0, 'properties': None}];Borkum Airport;53.5963897705;;Germany;EDWR;;;;6.7091670036;;;;Europe/Berlin;public;Niedersachsen;;;Borkum (EDWR);DE;;;3.0;False;False;False;;;;;;;;;;;;;https://en.wikipedia.org/wiki/Borkum_Airfield;https://web.archive.org/web/20140102192746/http://www.borkum.de/DE/service/anreise/Anreise_Luftweg.php;https://geohack.toolforge.org/geohack.php?pagename=Borkum_Airfield&params=53_35_44_N_006_42_33_E_region:DE_type:airport;https://upload.wikimedia.org/wikipedia/commons/b/bb/11-09-fotofluege-cux-allg-03.jpg;
;Norddeich;;NOD;;;;;[{'id': '16/34', 'dimension': '', 'surface': {'type': 'hard', 'surface': 'asphalt', 'condition': None}, 'alignment': None, 'number': ['16', '34'], 'length': 2362, 'width': '', 'TORA': None, 'TODA': None, 'ASDA': '2362', 'LDA': None, '16': {'latlon': [53.6330566406, 7.1902780533], 'elevation': 3.0, 'heading': '16', 'displaced threshold': None}, '34': {'latlon': [53.6330566406, 7.1902780533], 'elevation': 3.0, 'heading': '34', 'displaced threshold': None}, 'slope': 0, 'properties': None}];Norden-Norddeich Airport;53.6330566406;;Germany;EDWS;;;;7.1902780533;;;;Europe/Berlin;public;Niedersachsen;;;Norddeich (EDWS);DE;;;3.0;False;False;False;;;;;;;;;;;;;https://en.wikipedia.org/wiki/Norden-Norddeich_Airfield;[];https://geohack.toolforge.org/geohack.php?pagename=Norden-Norddeich_Airfield&params=53_37_59_N_7_11_25_E_type:airport;https://upload.wikimedia.org/wikipedia/commons/b/b5/2013-05-03_Fotoflug_Leer_Papenburg_DSCF7326.jpg;
;Cloppenburg;;VAC;;;;;[{'id': '09/27', 'dimension': '', 'surface': {'type': 'soft', 'surface': 'grass', 'condition': None}, 'alignment': None, 'number': ['09', '27'], 'length': 700, 'width': '', 'TORA': None, 'TODA': None, 'ASDA': '700', 'LDA': None, '09': {'latlon': [52.9083328247, 8.040555954], 'elevation': 128.0, 'heading': '09', 'displaced threshold': None}, '27': {'latlon': [52.9083328247, 8.040555954], 'elevation': 128.0, 'heading': '27', 'displaced threshold': None}, 'slope': 0, 'properties': None}];Varrelbusch Airport;52.9083328247;;Germany;EDWU;;;;8.040555954;;;;Europe/Berlin;public;Niedersachsen;;;Cloppenburg (EDWU);DE;;;128.0;False;False;False;;;;;;;;;;;;;https://en.wikipedia.org/wiki/Varrelbusch_Airport;[];https://geohack.toolforge.org/geohack.php?pagename=Varrelbusch_Airport&params=52_54_30_N_008_02_35_E_region:DE_type:airport;;
;Verden (Aller);;;;;;;[{'id': '', 'dimension': '', 'surface': {'type': None, 'surface': None, 'condition': None}, 'alignment': None, 'number': [''], 'length': None, 'width': '', 'TORA': None, 'TODA': None, 'ASDA': '', 'LDA': None, '': {'latlon': [52.9652786255, 9.2827777863], 'elevation': 144.0, 'heading': '', 'displaced threshold': None}, 'dimension2': None, 'slope': None, 'properties': None}];Verden-Scharnhorst Airport;52.9652786255;;Germany;EDWV;;;;9.2827777863;;;;Europe/Berlin;public;Niedersachsen;;;Verden (Aller) (EDWV);DE;;;144.0;False;False;False;;;;;;;;;;;;;;;;;
;Westerstede;;;;;;;[{'id': '', 'dimension': '', 'surface': {'type': None, 'surface': None, 'condition': None}, 'alignment': None, 'number': [''], 'length': None, 'width': '', 'TORA': None, 'TODA': None, 'ASDA': '', 'LDA': None, '': {'latlon': [53.2886123657, 7.9305558205], 'elevation': 30.0, 'heading': '', 'displaced threshold': None}, 'dimension2': None, 'slope': None, 'properties': None}];Westerstede-Felde Airport;53.2886123657;;Germany;EDWX;;;;7.9305558205;;;;Europe/Berlin;public;Niedersachsen;;;Westerstede (EDWX);DE;;;30.0;False;False;False;;;;;;;;;;;;;;;;;
;Norderney;;NRD;;;;;[{'id': '08/26', 'dimension': '', 'surface': {'type': 'hard', 'surface': 'asphalt', 'condition': None}, 'alignment': None, 'number': ['08', '26'], 'length': 3281, 'width': '', 'TORA': None, 'TODA': None, 'ASDA': '3281', 'LDA': None, '08': {'latlon': [53.71083333333333, 7.226666666666667], 'elevation': '6', 'heading': '082', 'displaced threshold': None}, '26': {'latlon': [53.71194444444445, 7.240833333333334], 'elevation': '6', 'heading': '262', 'displaced threshold': None}, 'dimension2': ['3281 x 66 feet', '1000 x 20 meters'], 'slope': 0, 'properties': None}];Norderney Airport;53.706943512;;Germany;EDWY;;;;7.2300000191;;;;Europe/Berlin;public;Niedersachsen;;;Norderney (EDWY);DE;;;6.0;False;False;False;;;;;;;;;;;;;https://en.wikipedia.org/wiki/Norderney_Airport;https://flughafen-norderney.de/;https://geohack.toolforge.org/geohack.php?pagename=Norderney_Airport&params=53_42.41_N_7_13.81_E_type:airport;https://upload.wikimedia.org/wikipedia/commons/7/72/Aerial_image_of_the_Norderney_airfield.jpg;
;Baltrum;;BMR;;;;;[{'id': '', 'dimension': '', 'surface': {'type': None, 'surface': None, 'condition': None}, 'alignment': None, 'number': [''], 'length': None, 'width': '', 'TORA': None, 'TODA': None, 'ASDA': '', 'LDA': None, '': {'latlon': [53.7247238159, 7.3733329773], 'elevation': 7.0, 'heading': '', 'displaced threshold': None}, 'dimension2': None, 'slope': None, 'properties': None}];Baltrum Airport;53.7247238159;;Germany;EDWZ;;;;7.3733329773;;;;Europe/Berlin;public;Niedersachsen;;;Baltrum (EDWZ);DE;;;7.0;False;False;False;;;;;;;;;;;;;;;;;
